 Temperature,Relat_Humid,Wind_Speed ,Solar Radi,Surf_Out_ Temp
14.07507903,59.5,2.902626548,326.4832372,36.71365667
14.47507903,57.66666667,2.975452304,336.5453379,37.60869373
14.87507903,55.83333333,3.048278059,346.1119511,38.49123679
15.27507903,54,3.121103815,355.1576477,39.33088792
15.64174569,52.33333333,3.193929571,363.6574111,40.09910196
16.00841236,50.66666667,3.266755326,371.5867373,40.83455236
16.37507903,49,3.339581082,378.9217205,41.52731003
16.74174569,47.33333333,3.412406838,383.7680151,42.04669587
17.10841236,45.66666667,3.485232593,387.9367838,42.5439708
17.47507903,44,3.558058349,391.4184899,42.99563106
17.74174569,43.16666667,3.630884105,394.2043846,43.30746645
18.00841236,42.33333333,3.70370986,396.2864435,43.59009344
18.27507903,41.5,3.776535616,397.657303,43.82935552
18.54174569,40.66666667,3.849361372,396.3984188,43.89470956
18.80841236,39.83333333,3.922187127,394.427489,43.93943009
19.07507903,39,3.995012883,391.7517109,43.94095958
19.24174569,38.5,4.057434959,388.3789412,43.81179596
19.40841236,38,4.119857036,384.3177588,43.65648461
19.57507903,37.5,4.182279112,379.5775296,43.46031075
19.74174569,37,4.244701188,372.4148873,43.10675623
19.90841236,36.5,4.307123265,364.6540827,42.73641883
20.07507903,36,4.369545341,356.318682,42.33050524
20.12507903,36,4.442371097,347.4328499,41.77032899
20.17507903,36,4.515196852,338.0212637,41.19656372
20.22507903,36,4.588022608,328.1090137,40.59117271
20.27507903,36,4.660848364,315.4620653,39.80413654
20.32507903,36,4.733674119,302.4972881,39.01808967
20.37507903,36,4.806499875,289.2541887,38.2115024
20.22507903,36.33333333,4.733674119,275.7718777,37.28076983
20.07507903,36.66666667,4.660848364,262.0889489,36.34020201
19.92507903,37,4.588022608,248.2433821,35.37767059
19.77507903,37.33333333,4.515196852,231.7029528,34.21458019
19.62507903,37.66666667,4.442371097,215.3017983,33.06667804
19.47507903,38,4.369545341,195.3064201,31.63853252
19.22507903,38.83333333,4.307123265,179.3723135,30.40090489
18.97507903,39.66666667,4.244701188,163.7289384,29.15349635
18.72507903,40.5,4.182279112,148.4162344,27.9073385
18.47507903,41.33333333,4.119857036,130.8792285,26.47108433
18.22507903,42.16666667,4.057434959,114.167692,25.08630156
17.97507903,43,3.995012883,98.32999546,23.73502278
17.69174569,44.16666667,3.922187127,83.4092585,22.38866719
17.40841236,45.33333333,3.849361372,69.4427511,21.090008
17.12507903,46.5,3.776535616,56.46113873,19.83365102
16.84174569,47.66666667,3.70370986,43.64917567,18.55271183
16.55841236,48.83333333,3.630884105,37.99796034,17.85326152
16.27507903,50,3.558058349,32.37908161,17.11369257
16.12507903,51,3.464425235,26.85595917,16.49633654
15.97507903,52,3.37079212,21.43350132,15.86004252
15.82507903,53,3.277159006,16.11668969,15.17867562
15.67507903,54,3.183525891,13.08844422,14.78481867
15.52507903,55,3.089892777,10.04735423,14.36050801
15.37507903,56,2.996259662,6.996448291,13.93688581
15.20841236,57.16666667,2.913030227,0,13.12759185
15.04174569,58.33333333,2.829800792,0,13.00892926
14.87507903,59.5,2.746571357,0,12.83923935
14.70841236,60.66666667,2.663341922,0,12.6734778
14.54174569,61.83333333,2.580112487,0,12.50732452
14.37507903,63,2.496883052,0,12.34100528
14.22507903,64,2.403249938,0,12.18756074
14.07507903,65,2.309616823,0,12.03292638
13.92507903,66,2.215983709,0,11.87802642
13.77507903,67,2.122350594,0,11.72266755
13.62507903,68,2.02871748,0,11.5669471
13.47507903,69,1.935084365,0,11.41079219
13.35841236,69.83333333,1.955891724,0,11.30293541
13.24174569,70.66666667,1.976699083,0,11.21209904
13.12507903,71.5,1.997506442,0,11.0986873
13.00841236,72.33333333,2.0183138,0,10.9884233
12.89174569,73.16666667,2.039121159,0,10.88019781
12.77507903,74,2.059928518,0,10.77435319
12.67507903,74.66666667,2.070332197,0,10.68222402
12.57507903,75.33333333,2.080735877,0,10.59250622
12.47507903,76,2.091139556,0,10.50053882
12.37507903,76.66666667,2.101543235,0,10.40888025
12.27507903,77.33333333,2.111946915,0,10.3172071
12.17507903,78,2.122350594,0,10.22550616
12.05841236,79,2.143157953,0,10.11400705
11.94174569,80,2.163965312,0,10.00448206
11.82507903,81,2.18477267,0,9.89484587
11.70841236,82,2.205580029,0,9.785328636
11.59174569,83,2.226387388,0,9.675919547
11.47507903,84,2.247194747,0,9.566416115
11.44174569,84.16666667,2.215983709,0,9.564825383
11.40841236,84.33333333,2.18477267,0,9.556286492
11.37507903,84.5,2.153561632,0,9.548463693
11.34174569,84.66666667,2.122350594,0,9.540785754
11.30841236,84.83333333,2.091139556,0,9.53328985
11.27507903,85,2.059928518,0,9.52598577
11.22507903,85.5,2.0183138,0,9.491532637
11.17507903,86,1.976699083,0,9.458957684
11.12507903,86.5,1.935084365,0,9.426355001
11.07507903,87,1.893469648,0,9.393872853
11.02507903,87.5,1.85185493,0,9.361484792
10.97507903,88,1.810240213,0,9.329211011
10.94174569,88.33333333,1.779029175,0,9.324183436
10.90841236,88.66666667,1.747818136,0,9.317592725
10.87507903,89,1.716607098,0,9.311332429
10.84174569,89.33333333,1.68539606,0,9.305295191
10.80841236,89.66666667,1.654185022,0,9.299467948
10.77507903,90,1.622973984,0,9.293860483
10.74174569,90.33333333,1.674992381,0,9.266871901
10.70841236,90.66666667,1.727010778,0,9.240955728
10.67507903,91,1.779029175,0,9.214743316
10.64174569,91.33333333,1.831047571,0,9.188370805
10.60841236,91.66666667,1.883065968,0,9.161841937
10.57507903,92,1.935084365,0,9.135158842
10.52507903,92.5,1.987102762,0,9.104703985
10.47507903,93,2.039121159,0,9.074243513
10.42507903,93.5,2.091139556,0,9.043503409
10.37507903,94,2.143157953,0,9.012548376
10.32507903,94.5,2.19517635,0,8.981392998
10.27507903,95,2.247194747,0,8.950009462
10.27507903,95,2.299213144,0,8.974721839
10.27507903,95,2.351231541,0,8.983431818
10.27507903,95,2.403249938,0,9.004592213
10.27507903,95,2.455268334,0,9.024120448
10.27507903,95,2.507286731,0,9.0433712
10.27507903,95,2.559305128,6.516933136,9.707071155
10.40841236,94,2.590516166,9.486053066,10.10776704
10.54174569,93,2.621727205,12.41967626,10.51305283
10.67507903,92,2.652938243,15.32231262,10.92663264
10.80841236,91,2.684149281,21.3589523,11.67387538
10.94174569,90,2.715360319,26.91296981,12.28233235
11.07507903,89,2.746571357,32.55787317,12.90619585
11.27507903,88,2.788186075,38.28961126,13.60691718
11.47507903,87,2.829800792,44.04270621,14.28131579
11.67507903,86,2.87141551,53.39830406,15.27361159
11.87507903,85,2.913030227,65.40458733,16.4552515
12.07507903,84,2.954644945,81.05347902,17.90911724
12.27507903,83,2.996259662,95.7872274,19.22216639
12.55841236,81.5,3.027470701,111.6232975,20.699228
12.84174569,80,3.058681739,128.5152047,22.21623112
13.12507903,78.5,3.089892777,146.4104915,23.78167895
13.40841236,77,3.121103815,161.3126336,25.06834093
13.69174569,75.5,3.152314853,176.4271548,26.38531322
13.97507903,74,3.183525891,191.7189937,27.69287376
14.27507903,72.66666667,3.183525891,207.150674,29.03167336
14.57507903,71.33333333,3.183525891,222.6825849,30.35876431
14.87507903,70,3.183525891,241.8093163,31.94861014
15.17507903,68.66666667,3.183525891,254.9415856,33.02749723
15.47507903,67.33333333,3.183525891,267.8384308,34.1489369
15.77507903,66,3.183525891,280.4684282,35.23506283
16.09174569,64.83333333,3.183525891,292.8000125,36.30645214
16.40841236,63.66666667,3.183525891,304.80154,37.34758582
16.72507903,62.5,3.183525891,316.4413719,38.3589804
17.04174569,61.33333333,3.183525891,325.3933585,39.17145977
17.35841236,60.16666667,3.183525891,333.8139025,39.97032721
17.67507903,59,3.183525891,341.6871901,40.72771676
17.97507903,58,3.183525891,348.9981571,41.42309516
18.27507903,57,3.183525891,355.7325404,42.08569275
18.57507903,56,3.183525891,361.8769126,42.70750269
18.87507903,55,3.183525891,367.2089208,43.27555244
19.17507903,54,3.183525891,371.9527172,43.80821358
19.47507903,53,3.183525891,376.0910815,44.30186496
19.75841236,52,3.20433325,379.6071661,44.73919519
20.04174569,51,3.225140609,382.4844534,45.13704697
20.32507903,50,3.245947968,384.7067218,45.49500356
20.60841236,49,3.266755326,384.3418664,45.67659418
20.89174569,48,3.287562685,383.2998239,45.83804499
21.17507903,47,3.308370044,381.577621,45.95521554
21.39174569,46.33333333,3.329177403,379.1728372,45.96351909
21.60841236,45.66666667,3.349984761,376.0837591,45.94076831
21.82507903,45,3.37079212,372.3095308,45.8751567
22.04174569,44.33333333,3.391599479,365.9921829,45.63847236
22.25841236,43.66666667,3.412406838,359.0557225,45.38374762
22.47507903,43,3.433214196,351.515151,45.0890196
22.60841236,42.5,3.454021555,343.3863436,44.6714824
22.74174569,42,3.474828914,334.6860041,44.23038808
22.87507903,41.5,3.495636273,325.4316036,43.75218639
23.00841236,41,3.516443632,312.8467051,43.04256932
23.14174569,40.5,3.53725099,299.9528784,42.33877242
23.27507903,40,3.558058349,286.7895741,41.61051962
23.24174569,40,3.558058349,273.3958707,40.71520557
23.20841236,40,3.558058349,259.8103619,39.81989499
23.17507903,40,3.558058349,246.0710711,38.90522536
23.14174569,40,3.558058349,229.5090562,37.77894679
23.10841236,40,3.558058349,209.445305,36.40793339
23.07507903,40,3.558058349,193.3336953,35.33694314
22.94174569,40.33333333,3.558058349,177.520303,34.13284423
22.80841236,40.66666667,3.558058349,162.0491459,32.961983
22.67507903,41,3.558058349,146.960784,31.7969495
22.54174569,41.33333333,3.558058349,129.2785796,30.41603039
22.40841236,41.66666667,3.558058349,112.555812,29.10540739
22.27507903,42,3.558058349,96.84398965,27.84331564
22.04174569,42.66666667,3.558058349,82.18887252,26.53711793
21.80841236,43.33333333,3.558058349,66.56211619,25.13257523
21.57507903,44,3.558058349,54.53886626,23.9969316
21.34174569,44.66666667,3.558058349,44.27271641,22.96650193
21.10841236,45.33333333,3.558058349,38.49764566,22.29230463
20.87507903,46,3.558058349,32.73559346,21.59043086
20.57507903,47.33333333,3.485232593,27.05252898,20.81837036
20.27507903,48.66666667,3.412406838,21.4522603,20.03351351
19.97507903,50,3.339581082,15.93725804,19.20378954
19.67507903,51.33333333,3.266755326,12.44935321,18.63196191
19.37507903,52.66666667,3.193929571,9.509680771,18.08778912
19.07507903,54,3.121103815,6.538240397,17.53761963
18.75841236,55.5,3.048278059,0,16.6398757
18.44174569,57,2.975452304,0,16.37152175
18.12507903,58.5,2.902626548,0,16.05609415
17.80841236,60,2.829800792,0,15.74443252
17.49174569,61.5,2.756975037,0,15.43246282
17.17507903,63,2.684149281,0,15.1204129
16.87507903,64.66666667,2.611323525,0,14.82745828
16.57507903,66.33333333,2.53849777,0,14.53312267
16.27507903,68,2.465672014,0,14.23873142
15.97507903,69.66666667,2.392846258,0,13.9442751
15.67507903,71.33333333,2.320020502,0,13.64971691
15.37507903,73,2.247194747,0,13.3550284
15.20841236,73.5,2.174368991,0,13.18642444
15.04174569,74,2.101543235,0,13.0329436
14.87507903,74.5,2.02871748,0,12.85006986
14.70841236,75,1.955891724,0,12.67357631
14.54174569,75.5,1.883065968,0,12.49849854
14.37507903,76,1.810240213,0,12.32609671
14.19174569,76.83333333,1.737414457,0,12.13456652
14.00841236,77.66666667,1.664588701,0,11.94512428
13.82507903,78.5,1.591762946,0,11.75397985
13.64174569,79.33333333,1.51893719,0,11.56267076
13.45841236,80.16666667,1.446111434,0,11.3708784
13.27507903,81,1.373285679,0,11.1785096
13.10841236,81.66666667,1.300459923,0,10.99850956
12.94174569,82.33333333,1.227634167,0,10.81739787
12.77507903,83,1.154808412,0,10.63562713
12.60841236,83.66666667,1.081982656,0,10.45321338
12.44174569,84.33333333,1.0091569,0,10.27003287
12.27507903,85,0.936331144,0,10.08572139
12.22507903,85.16666667,0.957138503,0,10.05628706
12.17507903,85.33333333,0.977945862,0,10.01451161
12.12507903,85.5,0.998753221,0,9.973613831
12.07507903,85.66666667,1.01956058,0,9.932533272
12.02507903,85.83333333,1.040367938,0,9.891365097
11.97507903,86,1.061175297,0,9.850099298
11.90841236,86.33333333,1.081982656,0,9.788204998
11.84174569,86.66666667,1.102790015,0,9.727781786
11.77507903,87,1.123597373,0,9.667150667
11.70841236,87.33333333,1.144404732,0,9.606454416
11.64174569,87.66666667,1.165212091,0,9.54568436
11.57507903,88,1.18601945,0,9.48484039
11.52507903,88.33333333,1.206826808,0,9.444347497
11.47507903,88.66666667,1.227634167,0,9.402259086
11.42507903,89,1.248441526,0,9.360217352
11.37507903,89.33333333,1.269248885,0,9.318090672
11.32507903,89.66666667,1.290056244,0,9.275891182
11.27507903,90,1.310863602,0,9.233615962
11.17507903,90.33333333,1.269248885,0,9.120620698
11.07507903,90.66666667,1.227634167,0,9.012653184
10.97507903,91,1.18601945,0,8.904017902
10.87507903,91.33333333,1.144404732,0,8.795155165
10.77507903,91.66666667,1.102790015,0,8.686007897
10.67507903,92,1.061175297,0,8.576562735
10.55841236,92.33333333,1.029964259,0,8.455073356
10.44174569,92.66666667,0.998753221,0,8.334328356
10.32507903,93,0.967542183,0,8.213324029
10.20841236,93.33333333,0.936331144,0,8.092139516
10.09174569,93.66666667,0.905120106,0,7.970758009
9.975079027,94,0.873909068,0,7.84916762
9.90841236,94.33333333,0.832294351,0,7.775550258
9.841745693,94.66666667,0.790679633,0,7.680248055
9.775079027,95,0.749064916,0,7.606836355
9.70841236,95.33333333,0.707450198,0,7.522966516
9.641745693,95.66666667,0.665835481,0,7.441977509
9.575079027,96,0.624220763,7.65151245,8.282912176
9.65841236,95.66666667,0.67623916,10.89636224,8.729622977
9.741745693,95.33333333,0.728257557,14.13875731,9.192734981
9.825079027,95,0.780275954,17.38927216,9.662300112
9.90841236,94.66666667,0.832294351,22.54334742,10.38975935
9.991745693,94.33333333,0.884312748,27.82302295,11.10081324
10.07507903,94,0.936331144,33.22256893,11.74860796
10.29174569,92.66666667,0.998753221,40.1692838,12.71331879
10.50841236,91.33333333,1.061175297,45.80309823,13.45196162
10.72507903,90,1.123597373,55.60734272,14.63360151
10.94174569,88.66666667,1.18601945,68.75758149,16.08710248
11.15841236,87.33333333,1.248441526,83.05271455,17.5579254
11.37507903,86,1.310863602,98.35271808,19.07312012
11.69174569,84.33333333,1.362881999,114.6197553,20.73620353
12.00841236,82.66666667,1.414900396,131.8095849,22.41941954
12.32507903,81,1.466918793,149.8722241,24.12949586
12.64174569,79.33333333,1.51893719,165.5736599,25.5813271
12.95841236,77.66666667,1.570955587,185.3948964,27.39971842
13.27507903,76,1.622973984,201.7858318,28.82099649
13.70841236,73.66666667,1.654185022,218.4247666,30.44042304
14.14174569,71.33333333,1.68539606,235.2605985,32.02015437
14.57507903,69,1.716607098,252.2406596,33.59214065
15.00841236,66.66666667,1.747818136,266.5165156,34.91855841
15.44174569,64.33333333,1.779029175,280.6157461,36.25221423
15.87507903,62,1.810240213,294.4988756,37.55087126
16.34174569,59.83333333,1.85185493,308.125807,38.83576311
16.80841236,57.66666667,1.893469648,321.4559283,40.08471021
17.27507903,55.5,1.935084365,334.4482422,41.29936801
17.74174569,53.33333333,1.976699083,344.7054622,42.29596603
18.20841236,51.16666667,2.0183138,354.4329273,43.28026675
18.67507903,49,2.059928518,360.3959866,43.97339779
19.10841236,47.5,2.091139556,368.7983257,44.87704446
19.54174569,46,2.122350594,376.606359,45.69759302
19.97507903,44.5,2.153561632,383.7983663,46.48072146
20.40841236,43,2.18477267,388.6384651,47.09210668
20.84174569,41.5,2.215983709,392.7841236,47.67939018
21.27507903,40,2.247194747,396.2281723,48.21778529
21.62507903,39,2.268002106,398.9640388,48.64611292
21.97507903,38,2.288809464,400.9854825,49.03813959
22.32507903,37,2.309616823,402.2863467,49.38438699
22.67507903,36,2.330424182,401.0941423,49.55722515
23.02507903,35,2.351231541,399.1804782,49.70734145
23.37507903,34,2.372038899,396.5512661,49.8101294
23.62507903,33.33333333,2.382442579,393.2125123,49.78784968
23.87507903,32.66666667,2.392846258,389.1705671,49.73537526
24.12507903,32,2.403249938,384.4323906,49.63761622
24.37507903,31.33333333,2.413653617,377.2763526,49.37239483
24.62507903,30.66666667,2.424057296,369.5030733,49.08861576
24.87507903,30,2.434460976,361.1345368,48.76363135
25.02507903,29.66666667,2.455268334,355.1984484,48.50487126
25.17507903,29.33333333,2.476075693,345.50348,47.96284394
25.32507903,29,2.496883052,335.27866,47.42385141
25.47507903,28.66666667,2.517690411,322.2890036,46.6804627
25.62507903,28.33333333,2.53849777,308.9581998,45.93797643
25.77507903,28,2.559305128,295.3274079,45.16843074
25.75841236,27.83333333,2.486479373,281.4374246,44.30856094
25.74174569,27.66666667,2.413653617,267.3285519,43.43122717
25.72507903,27.5,2.340827861,253.0404892,42.52802888
25.70841236,27.33333333,2.268002106,236.1239777,41.41115394
25.69174569,27.16666667,2.19517635,219.3498599,40.31082796
25.67507903,27,2.122350594,202.7709982,39.19985742
25.52507903,27,2.059928518,186.4386993,37.9301295
25.37507903,27,1.997506442,166.6761231,36.38476231
25.22507903,27,1.935084365,151.0314255,35.16626225
25.07507903,27,1.872662289,132.9125648,33.67550049
24.92507903,27,1.810240213,115.6566666,32.24556464
24.77507903,27,1.747818136,99.31423794,30.84518668
24.54174569,27.16666667,1.674992381,83.930142,29.40599312
24.30841236,27.33333333,1.602166625,69.54294016,28.01508963
24.07507903,27.5,1.529340869,56.35212623,26.67744207
23.84174569,27.66666667,1.456515114,45.4730413,25.50287878
23.60841236,27.83333333,1.383689358,39.89597634,24.79583145
23.37507903,28,1.310863602,33.01331951,23.90501504
23.04174569,29,1.34207464,27.67273049,23.05942011
22.70841236,30,1.373285679,22.4532764,22.1955399
22.37507903,31,1.404496717,17.36085615,21.32351304
22.04174569,32,1.435707755,14.11084736,20.73055052
21.70841236,33,1.466918793,10.86516129,20.10725775
21.37507903,34,1.498129831,7.61417867,19.48985841
21.04174569,35.16666667,1.539744549,0,18.42919404
20.70841236,36.33333333,1.581359266,0,18.18816994
20.37507903,37.5,1.622973984,0,17.87748846
20.04174569,38.66666667,1.664588701,0,17.57264422
19.70841236,39.83333333,1.706203419,0,17.26712011
19.37507903,41,1.747818136,0,16.96137477
19.04174569,42.5,1.779029175,0,16.65236239
18.70841236,44,1.810240213,0,16.34346788
18.37507903,45.5,1.841451251,0,16.03437252
18.04174569,47,1.872662289,0,15.72520893
17.70841236,48.5,1.903873327,0,15.41593678
17.37507903,50,1.935084365,0,15.10653936
17.17507903,50.83333333,1.883065968,0,14.90653995
16.97507903,51.66666667,1.831047571,0,14.72715921
16.77507903,52.5,1.779029175,0,14.51051898
16.57507903,53.33333333,1.727010778,0,14.30380914
16.37507903,54.16666667,1.674992381,0,14.0984216
16.17507903,55,1.622973984,0,13.89659745
15.97507903,55.83333333,1.560551907,0,13.69317401
15.77507903,56.66666667,1.498129831,0,13.4904082
15.57507903,57.5,1.435707755,0,13.28606267
15.37507903,58.33333333,1.373285679,0,13.08158451
15.17507903,59.16666667,1.310863602,0,12.87667187
14.97507903,60,1.248441526,0,12.67126151
14.77507903,60.83333333,1.196423129,0,12.46661199
14.57507903,61.66666667,1.144404732,0,12.26199295
14.37507903,62.5,1.092386335,0,12.05697446
14.17507903,63.33333333,1.040367938,0,11.8517612
13.97507903,64.16666667,0.988349541,0,11.64632503
13.77507903,65,0.936331144,0,11.44031301
13.64174569,65.5,0.905120106,0,11.31096085
13.50841236,66,0.873909068,0,11.17517426
13.37507903,66.5,0.84269803,0,11.03970144
13.24174569,67,0.811486992,0,10.90395534
13.10841236,67.5,0.780275954,0,10.76797081
12.97507903,68,0.749064916,0,10.63172409
12.84174569,68.66666667,0.707450198,0,10.48465425
12.70841236,69.33333333,0.665835481,0,10.33779269
12.57507903,70,0.624220763,0,10.19014653
12.44174569,70.66666667,0.582606045,0,10.04171645
12.30841236,71.33333333,0.540991328,0,9.892401017
12.17507903,72,0.49937661,0,9.742088501
12.04174569,72.5,0.468165572,0,9.602606687
11.90841236,73,0.436954534,0,9.461482278
11.77507903,73.5,0.405743496,0,9.319737496
11.64174569,74,0.374532458,0,9.177176831
11.50841236,74.5,0.34332142,0,9.033697944
11.37507903,75,0.312110381,0,8.889158996
11.27507903,75.5,0.291303023,0,8.847592663
11.17507903,76,0.270495664,0,8.79712208
11.07507903,76.5,0.249688305,0,8.747853336
10.97507903,77,0.228880946,0,8.698789192
10.87507903,77.5,0.208073588,0,8.64999435
10.77507903,78,0.187266229,0,8.601395646
10.62507903,78.66666667,0.17686255,0,8.497207882
10.47507903,79.33333333,0.16645887,0,8.398365176
10.32507903,80,0.156055191,0,8.299321406
10.17507903,80.66666667,0.145651511,0,8.200684179
10.02507903,81.33333333,0.135247832,0,8.102375858
9.875079027,82,0.124844153,0,8.004383982
9.825079027,82.33333333,0.104036794,0,8.026691957
9.775079027,82.66666667,0.083229435,0,8.014081928
9.725079027,83,0.062422076,0,7.954443129
9.675079027,83.33333333,0.041614718,0,7.980265634
9.625079027,83.66666667,0.020807359,0,7.999861689
9.575079027,84,0,6.830502121,9.090743941
9.725079027,83.5,0.020807359,9.678853335,9.607171365
9.875079027,83,0.041614718,12.49139742,10.14144621
10.02507903,82.5,0.062422076,15.28030122,10.69242522
10.17507903,82,0.083229435,20.77723698,11.59348112
10.32507903,81.5,0.104036794,27.24503695,12.54139995
10.47507903,81,0.124844153,33.12440908,13.35671839
10.75841236,79.66666667,0.135247832,39.11219707,14.36513398
11.04174569,78.33333333,0.145651511,45.14587952,15.31436256
11.32507903,77,0.156055191,54.70635435,16.70671145
11.60841236,75.66666667,0.16645887,68.073216,18.49884492
11.89174569,74.33333333,0.17686255,81.75046319,20.18187823
12.17507903,73,0.187266229,96.82743189,22.00743428
12.57507903,71.16666667,0.208073588,113.2613522,24.0230864
12.97507903,69.33333333,0.228880946,131.0010236,26.09010053
13.37507903,67.5,0.249688305,149.9875,28.2231713
13.77507903,65.66666667,0.270495664,165.1239722,29.85256027
14.17507903,63.83333333,0.291303023,180.1484246,31.5266256
14.57507903,62,0.312110381,195.0339426,33.14264799
15.02507903,59.83333333,0.33291774,209.7530349,34.81183254
15.47507903,57.66666667,0.353725099,227.7784874,36.77775288
15.92507903,55.5,0.374532458,241.9691319,38.25591294
16.37507903,53.33333333,0.395339817,249.0667008,39.10550858
16.82507903,51.16666667,0.416147175,258.6976798,40.3256935
17.27507903,49,0.436954534,267.4833027,41.37594458
17.74174569,47.16666667,0.447358213,275.4362009,42.41542365
18.20841236,45.33333333,0.457761893,282.5709124,43.37083659
18.67507903,43.5,0.468165572,288.9037384,44.26087126
19.14174569,41.66666667,0.478569252,286.8553624,44.36780819
19.60841236,39.83333333,0.488972931,283.3293206,44.49720003
20.07507903,38,0.49937661,271.865445,43.87451563
20.50841236,36.5,0.520183969,266.3437587,43.99072624
20.94174569,35,0.540991328,259.798671,43.87266735
21.37507903,33.5,0.561798687,245.0432214,43.02704192
21.80841236,32,0.582606045,247.2547955,43.92252222
22.24174569,30.5,0.603413404,249.2218509,44.47072056
22.67507903,29,0.624220763,250.941734,45.06245076
22.99174569,28.5,0.665835481,252.4118792,45.34974039
23.30841236,28,0.707450198,253.6300185,45.6691803
23.62507903,27.5,0.749064916,254.594365,45.96216192
23.94174569,27,0.790679633,252.5262221,45.98315847
24.25841236,26.5,0.832294351,250.2130884,46.03394555
24.57507903,26,0.873909068,247.6655469,46.0605774
24.80841236,25.66666667,0.905120106,244.8945938,46.00410338
25.04174569,25.33333333,0.936331144,241.91142,45.94421644
25.27507903,25,0.967542183,238.7271661,45.86792117
25.50841236,24.66666667,0.998753221,232.2191598,45.49287821
25.74174569,24.33333333,1.029964259,225.5911335,45.15769223
25.97507903,24,1.061175297,218.8652585,44.80642226
26.05841236,24.16666667,1.102790015,212.0628263,44.29047379
26.14174569,24.33333333,1.144404732,205.2041332,43.79563334
26.22507903,24.5,1.18601945,198.3083695,43.29317236
26.30841236,24.66666667,1.227634167,189.3335106,42.59928718
26.39174569,24.83333333,1.269248885,180.390282,41.93437535
26.47507903,25,1.310863602,171.4994088,41.26625004
26.37507903,25.5,1.383689358,156.9582514,39.85872412
26.27507903,26,1.456515114,148.5193025,39.1156985
26.17507903,26.5,1.529340869,140.203559,38.2908572
26.07507903,27,1.602166625,130.0910191,37.30370238
25.97507903,27.5,1.674992381,120.1912314,36.35111871
25.87507903,28,1.747818136,110.5226517,35.40922434
25.65841236,28.5,1.810240213,101.1032909,34.35875747
25.44174569,29,1.872662289,91.95082533,32.22891958
25.22507903,29.5,1.935084365,83.08274006,31.4064223
25.00841236,30,1.997506442,74.17419423,30.46720707
24.79174569,30.5,2.059928518,65.55634655,29.55804318
24.57507903,31,2.122350594,57.24718673,28.66795343
24.30841236,31.83333333,2.19517635,49.26513795,27.74134851
24.04174569,32.66666667,2.268002106,41.62851385,26.84585134
23.77507903,33.5,2.340827861,34.02903726,25.94366087
23.50841236,34.33333333,2.413653617,29.90028166,25.34511776
23.24174569,35.16666667,2.486479373,26.54737879,24.79841385
22.97507903,36,2.559305128,22.62786617,24.19641021
22.74174569,36.16666667,2.465672014,18.67843039,23.52900829
22.50841236,36.33333333,2.372038899,14.69792259,22.84420302
22.27507903,36.5,2.278405785,10.68182989,22.13318275
22.04174569,36.66666667,2.18477267,8.796349215,21.59488382
21.80841236,36.83333333,2.091139556,6.891451962,21.07018321
21.57507903,37,1.997506442,4.961591604,20.55649301
21.35841236,37.33333333,1.914277007,0,19.82405628
21.14174569,37.66666667,1.831047571,0,19.60568795
20.92507903,38,1.747818136,0,19.34899867
20.70841236,38.33333333,1.664588701,0,19.09483238
20.49174569,38.66666667,1.581359266,0,18.83984218
20.27507903,39,1.498129831,0,18.58411401
20.04174569,39.33333333,1.404496717,0,18.31491719
19.80841236,39.66666667,1.310863602,0,18.04549826
19.57507903,40,1.217230488,0,17.77474404
19.34174569,40.33333333,1.123597373,0,17.50267711
19.10841236,40.66666667,1.029964259,0,17.22905764
18.87507903,41,0.936331144,0,16.95362421
18.67507903,41.83333333,0.884312748,0,16.72505917
18.47507903,42.66666667,0.832294351,0,16.52900151
18.27507903,43.5,0.780275954,0,16.28178161
18.07507903,44.33333333,0.728257557,0,16.04898733
17.87507903,45.16666667,0.67623916,0,15.81652092
17.67507903,46,0.624220763,0,15.58843559
17.47507903,46.83333333,0.572202366,0,15.34641184
17.27507903,47.66666667,0.520183969,0,15.1045282
17.07507903,48.5,0.468165572,0,14.85919334
16.87507903,49.33333333,0.416147175,0,14.61201217
16.67507903,50.16666667,0.364128778,0,14.36232443
16.47507903,51,0.312110381,0,14.10947013
16.27507903,52,0.260091985,0,13.81497381
16.07507903,53,0.208073588,0,13.51839325
15.87507903,54,0.156055191,0,13.21312041
15.67507903,55,0.104036794,0,12.89494523
15.47507903,56,0.052018397,0,12.55163498
15.27507903,57,0,0,12.05154007
15.12507903,57.83333333,0,0,11.95724237
14.97507903,58.66666667,0,0,11.81643892
14.82507903,59.5,0,0,11.68098188
14.67507903,60.33333333,0,0,11.54491464
14.52507903,61.16666667,0,0,11.40892106
14.37507903,62,0,0,11.27291776
14.20841236,63.16666667,0,0,11.11470739
14.04174569,64.33333333,0,0,10.95895297
13.87507903,65.5,0,0,10.80291111
13.70841236,66.66666667,0,0,10.64690406
13.54174569,67.83333333,0,0,10.49089429
13.37507903,69,0,0,10.33489701
13.22507903,70,0,0,10.20070734
13.07507903,71,0,0,10.06410025
12.92507903,72,0,0,9.927778506
12.77507903,73,0,0,9.791420234
12.62507903,74,0,0,9.655078589
12.47507903,75,0,0,9.518746057
12.35841236,75.5,0,0,9.450569339
12.24174569,76,0,0,9.375041839
12.12507903,76.5,0,0,9.300486827
12.00841236,77,0,0,9.22593836
11.89174569,77.5,0,0,9.151514076
11.77507903,78,0,0,9.077196784
11.62507903,78.83333333,0,0,8.966885013
